Restaurant,Author,Rating,Review,Processed Review,sentiment_textblob,sentiment_vader,ActualSentiment
KyoChon 1991 @ IOI City Mall,Nabila masarrah Harsha,5,"Very friendly staff, clean place, and so yummy, I always get discounts near here, so in love with Kychon 🤍🖤",friendly staff clean place yummy always get discount near love kychon,positive,positive,positive
KyoChon 1991 @ IOI City Mall,NIK AZRI NIK MUSTAPHA,5,The best & most importantly clean service + friendly staff..,best importantly clean service friendly staff,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Idzaa Dzulaika,1,"Ordered at 5.30pm but at 6.30pm still didn't get the order.. crazy slow until the food arrived. Get water, wait 1 hour, even water can melt ice, wait",ordered still get order crazy slow food arrived get water wait 1 hour even water melt ice wait,negative,negative,negative
KyoChon 1991 @ IOI City Mall,Afiqah Raouf,1,"I chose marhaban set in the food menu, it looks tempting toi when you get dry chicken and the sauce doesn't spread completely on the chicken... a bit disappointing😕 …",chose marhaban set food menu look tempting toi get dry chicken sauce spread completely chicken bit,negative,neutral,negative
KyoChon 1991 @ IOI City Mall,aiman iqmal,5,"I've been to kyochon ioi twice.. the service is very good, the staff are all friendly.. the best thing is that he gave me samples ready to take pictures again.. the best!!!",kyochon ioi twice service good staff friendly best thing gave sample ready take picture best,positive,positive,positive
KyoChon 1991 @ IOI City Mall,MOHD ROSLANSHAH ROSLEE,3,"How good is the service, very slow compared to other kyoChon places. It should be a new shop with better service.",good service slow compared kyochon place new shop better service,positive,positive,neutral
KyoChon 1991 @ IOI City Mall,Andy Leong,1,"The service is poor, the food is not delicious, the fried chicken is not fragrant enough, and the honey fried chicken is also topped with soy sauce, which makes it sweet and salty!",service poor food delicious fried chicken fragrant enough honey fried chicken also topped soy sauce make sweet salty,negative,positive,negative
KyoChon 1991 @ IOI City Mall,Iszarina Ishak,5,"I am satisfied with the service of Iszhar's staff at kyochon ioi city mall, he is very friendly and provides good service to customers",satisfied service iszhar staff kyochon ioi city mall friendly provides good service customer,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Stone Stone,3,"The opening song is too loud, disturbing other shops who want to eat in peace. The shop has closed but the other shops have not, please be considerate.",opening song loud disturbing shop want eat peace shop closed shop please considerate,negative,positive,neutral
KyoChon 1991 @ IOI City Mall,Dean stz,5,"The chicken is the best, I want to go again... the services are also the best",chicken best want go service also best,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Kerektelago,3,"I don't know why there are so many people who like Korean chicken so much.. I'm used to it.. I've got honey chicken wings from the night market.. hehe.. that's what I got.. don't judge me.. if anyone wants to try it, go here. .then can you give feedback as well..the service is fast but there are many people..so why wait for your turn..",know many people like korean chicken much used got honey chicken wing night market hehe got judge anyone want try go give feedback well service fast many people wait turn,positive,positive,neutral
KyoChon 1991 @ IOI City Mall,Nurul Nadiah Iskandar,5,Miss Iza,miss iza,neutral,negative,positive
KyoChon 1991 @ IOI City Mall,Siti K_Rizati,5,The fried chicken is delicious.. the staff is okay.. the radish is also very tasty..,fried chicken delicious staff okay radish also tasty,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Fathihah Rohaizard,5,Very satisfied. Thanks iza for the best service.🤍,satisfied thanks iza best,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Wen Han Chooi,5,The service crew is very helpful and the food is delicious,service crew helpful food delicious,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Afiqah Shukur,4,Great .. delicious dooh,great delicious dooh,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Jamilah Amzar,5,"I like and get excited when I go to kyochon restaurant..for what..ummm..I have to come and try the menu they prepare..I've eaten once, I'll definitely come again.
congratulations for kyochon restaurant.. because it never made me regret..",like get excited go kyochon restaurant ummm come try menu prepare eaten definitely come congratulation kyochon restaurant never made regret,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Afifah Balqis,1,I've been waiting for 40 minutes but still can't order!!!! not many!!!,waiting 40 minute still ca order many,positive,neutral,negative
KyoChon 1991 @ IOI City Mall,S Khairil,3,"I just want to feel it's ok..
But there are other places that are more worth the price paid",want feel ok place worth price paid,positive,positive,neutral
KyoChon 1991 @ IOI City Mall,Man Vendetta,5,"Delicious food, good service, sporting manager, reasonable prices..aranghaeyo kyochon 🥰",delicious food good service sporting manager reasonable price aranghaeyo kyochon,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Infinite Network,1,"Korean restaurant..but install Jiwang tiktok song..
Manager, please monitor the staff properly..
They immediately look unprofessional",korean restaurant install jiwang tiktok song manager please monitor staff properly immediately look unprofessional,neutral,negative,negative
KyoChon 1991 @ IOI City Mall,yangtan,1,"It took half an hour for the food to be served, and the fried chicken pieces were cold. The service was very slow.",took half hour food served fried chicken piece cold service slow,negative,neutral,negative
KyoChon 1991 @ IOI City Mall,Farah Iezzad,5,Ashik good service,ashik good service,positive,positive,positive
KyoChon 1991 @ IOI City Mall,NUREEN BATRISYIA JALIL,5,Good service by Abdullah Awal,good service abdullah awal,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Chen Zhi Kang,1,"After waiting for 30 minutes, you can eat it after 15 minutes. Eat shit.",waiting 30 minute eat 15 minute eat shit,negative,negative,negative
KyoChon 1991 @ IOI City Mall,Khairiah Hanif,5,Delicious.,delicious,positive,positive,positive
KyoChon 1991 @ IOI City Mall,ran mail,1,Waited almost 2 hours. Reverse the system down. Do not make the system. Paywave is easy,waited almost 2 hour reverse system make system paywave easy,positive,positive,negative
KyoChon 1991 @ IOI City Mall,Mohamad Aidel Ahad,2,"Service is slow, the waiter is not customer friendly at all. at least the food is good",service slow waiter customer friendly least food good,positive,positive,negative
KyoChon 1991 @ IOI City Mall,Armel Kat,5,"Akak balqis is very friendly to serve customers, the food is delicious, God willing",akak balqis friendly serve customer food delicious god willing,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Ubai Rafie,1,go at 9pm take away only 🤣 …,go 9pm take away,neutral,neutral,negative
KyoChon 1991 @ IOI City Mall,Sue Chang,5,Fried chicken is delicious,fried chicken delicious,positive,positive,positive
KyoChon 1991 @ IOI City Mall,seri i,5,The service from Balqis is very good. Events can be discounted. Hehehhe will come again.,service balqis good event discounted hehehhe come,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Fatini Ismail,5,Very good service! Delicious food.,good service delicious food,positive,positive,positive
KyoChon 1991 @ IOI City Mall,ikmal DIY,2,Service arrived late. The aircond is broken.. the manager should have a standby cooler.,service arrived late aircond broken manager standby cooler,negative,negative,negative
KyoChon 1991 @ IOI City Mall,mohammad fadzley,5,"Nice dating place.. If you are interested in Korean food, you can try it..",nice dating place interested korean food try,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Azmi Paysal,5,Delicious!,delicious,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Siti Nur Amira Mohd Faizal,5,The staff is very friendly and the customer service is excellent. Keep it up,staff friendly customer service excellent keep,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Adrin Batrisyia,5,friendly staff .. fast service I love it😍💯,friendly staff fast service love,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Fatini Zainol,5,"Best service, good service & friendly staff..keep it up 👍👍👍 …",best service good service friendly staff keep,positive,positive,positive
KyoChon 1991 @ IOI City Mall,fatyn rani,5,Best service. Delicious food. Best staff.,best service delicious food best staff,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Raqib Abdul,5,"Aqilah sporting, good service..best lorrr",aqilah sporting good service best lorrr,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Noor farihin,5,The service is good and the food is delicious jeee 1000/10,service good food delicious jeee,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Hanis Samsudin,3,"The place is big, beautiful. The chicken is also delicious. But wait 30 minutes for meaning until 😩 …",place big beautiful chicken also delicious wait 30 minute meaning,positive,positive,neutral
KyoChon 1991 @ IOI City Mall,Syakiroh Abdullah,5,In love,love,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Aisyah Asmar,5,Very nice achievement,nice achievement,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Nur Hanani,5,in love,love,positive,positive,positive
KyoChon 1991 @ IOI City Mall,indah norez,5,"OKie food, OKie CS",okie food okie c,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,Haleeza Js,5,okayyyy,okayyyy,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,adelynn lynn,5,in love,love,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Nur Aisyah,5,Delicious,delicious,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Raziman Zainin,5,Ashik good service,ashik good service,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Joe Serizawao,5,Superb staff service.. super nice honey chicken 👌👌👌👌👌 …,superb staff service super nice honey chicken,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Heizrul / agALI,4,When there are not many people... it's ok to eat here...,many people ok eat,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Eugene Chong,2,"The chicken and rice were both hot, and the sesame sauce on the salad was stinky. Overall, I was disappointed.",chicken rice hot sesame sauce salad stinky overall disappointed,negative,negative,negative
KyoChon 1991 @ IOI City Mall,annisa khairina,5,"The staff are all kind and friendly, the service is very tip top! ♥️",staff kind friendly service tip top,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Korie Darus,4,The chicken is delicious...the kimchi fried rice is also delicious but a bit salty....💕💞💕 …,chicken delicious kimchi fried rice also delicious bit salty,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Ridzwan Mohamed,4,One of the most hidden stores near iOi City Mall,one hidden store near ioi city mall,negative,neutral,positive
KyoChon 1991 @ IOI City Mall,Bbyain _,1,Wrapping up the rider,wrapping rider,neutral,neutral,negative
KyoChon 1991 @ IOI City Mall,Syed Shariman Syed Hashim,1,1 1/2 hours before order ready. Bad business for customers and food riders,1 hour order ready bad business customer food rider,negative,negative,negative
KyoChon 1991 @ IOI City Mall,Balqis,5,"sedapp and good serviceee
#tm",sedapp good serviceee tm,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Shirin Mahmud,5,Achievement,achievement,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,Nik Maisara Adriana,3,Slow. Not many people are slow,slow many people slow,negative,neutral,neutral
KyoChon 1991 @ IOI City Mall,choi,5,"It's delicious, bro",delicious bro,positive,positive,positive
KyoChon 1991 @ IOI City Mall,nurul edaya mohd nasir,5,Everything is delicious,everything delicious,positive,positive,positive
KyoChon 1991 @ IOI City Mall,zahirah khalid,5,Rayhan,rayhan,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,rafhil zainal,5,Thank you to the staff that night who were still accepting customers even when they were about to close..,thank staff night still accepting customer even close,neutral,positive,positive
KyoChon 1991 @ IOI City Mall,nurul edaya mohd nasir,5,Everything is delicious,everything delicious,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Hisam Mohd,5,"Service is ok, food is delicious...",service ok food delicious,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Akmal Afiq,1,Expensive.. just a little food.. worth it kfrey,expensive little food worth kfrey,negative,positive,negative
KyoChon 1991 @ IOI City Mall,abdul aziz ahmad,4,"The food is ok, but the waiting time is a bit slow",food ok waiting time bit slow,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Firdaus Ishak,5,good service and friendly workers,good service friendly worker,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Roziana Roziana,5,Rayhan,rayhan,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,Biela Shafie,5,Rayhan,rayhan,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,nurafiqah amir,5,Rayhan,rayhan,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,Putri Sarah,5,Rayhan,rayhan,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,farah_nisa syahhindah,1,"Slow, not good service, raise your hand to make it invisible",slow good service raise hand make invisible,positive,positive,negative
KyoChon 1991 @ IOI City Mall,Zulfadhli Osman,3,"Riders have to wait a long time, more than half an hour",rider wait long time half hour,negative,neutral,neutral
KyoChon 1991 @ IOI City Mall,naimah zamani,5,Best service. Chicken is delicious :),best service chicken delicious,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Giuseppe Paesano,5,Rayhan,rayhan,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,Flying Cat,3,"The taste isn't bad, but I feel uncomfortable because the tables are so close together!!",taste bad feel uncomfortable table close together,negative,negative,neutral
KyoChon 1991 @ IOI City Mall,Khai,5,best service oo,best service oo,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Nur Qistinanisa Zulkifflee,5,Rayhan,rayhan,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,Idris Iris,2,Wait a long time for an order... sometimes up to 50 minutes,wait long time order sometimes 50 minute,negative,neutral,negative
KyoChon 1991 @ IOI City Mall,Aishah Azhar,5,"Good, but a little slow",good little slow,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Najib Aziz,4,Okay. But the portion is a little small.,okay portion little small,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Nur Husnina,5,even though there are many people but the service is fast,even though many people service fast,positive,neutral,positive
KyoChon 1991 @ IOI City Mall,Aqilla. K,5,"Overall okay. Good food, fast service",overall okay good food fast service,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Rafiuddin Azman,5,The best. Shop near Harvey Norman. 😂 …,best shop near harvey norman,positive,positive,positive
KyoChon 1991 @ IOI City Mall,WANG JIANCHUAN / UPM,5,rlyham,rlyham,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,Ahmad Nur Afif Che Alias,4,Meat free set is very tasty,meat free set tasty,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Nur Anis Atikah bt Almizan,5,Fast and customer friendly service,fast customer friendly service,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Nurul Hazzika,5,"staff very friendly, food delicious",staff friendly food delicious,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Roshiela Mitasha,5,"delicious food, best service!",delicious food best service,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Mohamad Afif,2,Love nau ayam je pun,love nau ayam je pun,positive,positive,negative
KyoChon 1991 @ IOI City Mall,Mohd Hidayatun Naim Mohd Rozar,4,"Delicious chicken, but orders are slow to arrive",delicious chicken order slow arrive,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Abdul Hafiz Mohamed Salleh,5,"Delicious, fast service",delicious fast service,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Khaleed Redza,1,Like the old grab rider,like old grab rider,positive,positive,negative
KyoChon 1991 @ IOI City Mall,maznie zakaria,5,service ok and fast,service ok fast,positive,positive,positive
KyoChon 1991 @ IOI City Mall,mohd fadzly ibrahim,5,Yummy chicken..fast...even Q,yummy chicken fast even q,negative,positive,positive
KyoChon 1991 @ IOI City Mall,Siti Nur Aisyah,5,my favorite fried chicken ever,favorite fried chicken ever,negative,positive,positive
KyoChon 1991 @ IOI City Mall,Ahmad Syukri Aliudin,5,Tasty and fast,tasty fast,positive,neutral,positive
KyoChon 1991 @ IOI City Mall,saidaton nisa,5,The best. Top service,best top service,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Ummi Syuhadah,5,solid,solid,neutral,positive,positive
KyoChon 1991 @ IOI City Mall,Husna Mexna,5,Everything is delicious,everything delicious,positive,positive,positive
KyoChon 1991 @ IOI City Mall,raez yusoff,5,The best,best,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Zoul Dahan,1,One hour wait.,one hour wait,neutral,neutral,negative
KyoChon 1991 @ IOI City Mall,Nur Faizein,5,Fast service 👍🏼,fast service,positive,neutral,positive
KyoChon 1991 @ IOI City Mall,MuHaMaD ArShAd,5,Best Service,best service,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Afiq Afnan,5,The best,best,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Syahir Nazmi,5,Stork,stork,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,Sh Maznah Wm,5,A7A,a7a,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,WONG WAI KHONG,3,Almost delicious.,almost delicious,positive,positive,neutral
KyoChon 1991 @ IOI City Mall,Amin,5,The best,best,positive,positive,positive
KyoChon 1991 @ IOI City Mall,azman ramli,4,😜😜😜 …,,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,Nurul Izzah,5,great servicezzzz,great servicezzzz,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Ruby Lawrence,5,japchae he is delicious👍🏻👍🏻👍🏻,japchae,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,Luqman Hamiddd,5,The best!!!,best,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Redwan Ismail,5,Always full,always full,positive,neutral,positive
KyoChon 1991 @ IOI City Mall,AMIN SOLEH,1,Rubbish,rubbish,neutral,neutral,negative
KyoChon 1991 @ IOI City Mall,YongYeap Ong,1,Unappetizing,unappetizing,negative,neutral,negative
KyoChon 1991 @ IOI City Mall,Arthas Longbottom,5,The best services.,best service,positive,positive,positive
KyoChon 1991 @ IOI City Mall,khxirul hxzwan,5,the best 🤟🏻 …,best,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Mohd Nizam,5,Nyummy 😋 …,nyummy,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,Shao J,5,delicious chicken,delicious chicken,positive,positive,positive
KyoChon 1991 @ IOI City Mall,mohd hafizan bin abd rashid,4,Delicious delicious mammamia,delicious delicious mammamia,positive,positive,positive
KyoChon 1991 @ IOI City Mall,tyrah rahim,5,Yummyy,yummyy,neutral,neutral,positive
KyoChon 1991 @ IOI City Mall,Amni Filzah,5,good,good,positive,positive,positive
KyoChon 1991 @ IOI City Mall,Mohd Aliff,4,Eat chicken,eat chicken,negative,neutral,positive
The Manhattan Fish Market @ IOI City Mall,Sew Mun,3,"Service is good.
Food is kinda cold, just warm, i think they fried the food beforehand and reheat it. Taste also so-so. But very big portion especially for the fries. Spend rm80++ for two pax and i think the food (plus my expectations) doesn't really match with the price.",service good food kinda cold warm think fried food beforehand reheat taste also big portion especially fry spend two pax think food plus expectation really match price,positive,positive,neutral
The Manhattan Fish Market @ IOI City Mall,KHAIRUL NUR ALIZA ABDUL RAZAK (ELLY RAZAK),4,"Redeemed my birthday bonus. I dpt 10% discount and free desserts. The only thing is kat situ line internet sgt slow. So makan masa dan jadi rumit nak redeen online guna apps bits & bites tu. We also had seafood platter, yummy as usual!",redeemed birthday bonus dpt 10 discount free dessert thing kat situ line internet sgt slow makan masa dan jadi rumit nak redeen online guna apps bit bite tu also seafood platter yummy usual,negative,positive,positive
The Manhattan Fish Market @ IOI City Mall,Judy Riconalla,5,"I'm very satisfied with the friendly service given by the staff named Nivita. Frankly speaking I was disappointed at first as the other staff is unfriendly and doesn't know what to do. Luckily, Nivita came to her aid to solve the issue.
Nivita also explained that her colleague's first day and asked for forgiveness on behalf and kept apologizing to us. Anyway, we understand the situation. Overall, Nivita did a good job and serve us well until we enjoyed our lunch and the warm environment filled with her friendly and sweet smile. Thumbs up for NIVITA. Keep up your good service !",satisfied friendly service given staff named nivita frankly speaking disappointed first staff unfriendly know luckily nivita came aid solve issue nivita also explained colleague first day asked forgiveness behalf kept apologizing u anyway understand situation overall nivita good job serve u well enjoyed lunch warm environment filled friendly sweet smile thumb nivita keep good service,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Food P I,3,"I think i was dupe by another false advertisement by manhattan. I even came after most of the people that breaking fast was clearing out hoping the cook will not be stressed out with our order. The grill was not appetizing at all. Theres no passion in presentation. Theres no swirly green sauce in my mushroom, just simply drop the sauce on top of the soup. In my seafood platter, i was expecting fries , not potato chips. Also i thought the messtin that they use to put the mediteranian rice was a standard camping messtin size, but actually no bigger than my samsung galaxy A70 phone.",think dupe another false advertisement manhattan even came people breaking fast clearing hoping cook stressed order grill appetizing there passion presentation there swirly green sauce mushroom simply drop sauce top soup seafood platter expecting fry potato chip also thought messtin use put mediteranian rice standard camping messtin size actually bigger samsung galaxy a70 phone,positive,positive,neutral
The Manhattan Fish Market @ IOI City Mall,Hazwan Halim,5,"Awesome service by Ms Nivita. Our first time visiting Manhattan Fish 🐟. Great to have a cozy and comfy lunch here. Thanks.

Food is good, Spicy Alaskan Pllock Fish & Chip, Mantou Icecream, refillable Ice Lemon/Peach Tea.

But, Mac & Cheese is not as expected. Using normal 🧀 cheese sauce.

Overall it is a good place to eat.🙏👳",awesome service m nivita first time visiting manhattan fish great cozy comfy lunch thanks food good spicy alaskan pllock fish chip mantou icecream refillable ice tea mac cheese expected using normal cheese sauce overall good place,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,y l,5,"food tastes amazing as always, manhattan fish market never disappoints! service from all workers was superb too, very well mannered and smiley, always lending a helping hand whenever i need something. hope they get recognised for their hard work. 👍🏻 will definitely revisit and recommend to friends and family",food taste amazing always manhattan fish market never disappoints service worker superb well mannered smiley always lending helping hand whenever need something hope get recognised hard work definitely revisit recommend friend family,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,thanes waran,2,"Place is nicely located but tables were very close to each other although mostly empty.
Mushroom soups were disappointing in taste
Fish and chips were freshly cooked and taste good!
Bigger plates not available - not very convenient using the smaller ones
Garlic rice was not fully cooked and better techniques are needed
Not wheelchair friendly due to limited space for mobility",place nicely located table close although mostly empty mushroom soup disappointing taste fish chip freshly cooked taste good bigger plate available convenient using smaller one garlic rice fully cooked better technique needed wheelchair friendly due limited space mobility,positive,positive,negative
The Manhattan Fish Market @ IOI City Mall,fia Han,5,"It's now one of my favourite restaurants. The waitress, miss nivita is super friendly. The foods were fantastic, the waitresses were fantastic. Definitely recommended.",one favourite restaurant waitress miss nivita super friendly food fantastic waitress fantastic definitely recommended,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Axo Aweenz,5,My 1st time eat here and luckly got staff name nivita suggest the food for us .. all good n nice ... keep it up 👍,1st time eat luckly got staff name nivita suggest food u good n nice keep,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Reena Ravin,5,Good Service. Good promo. Overall great experience!,good service good promo overall great experience,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Shahrina Noor Azman,5,"My mum and I came on mother's day celebration. We thought the shop was closed already. Then came one of the worker her called Nivita who kindly allow us to dine here and gave my mum her last service of day and a free mother's day fish and chips! She is so nice, friendly and her service was fast. Very exemplary worker indeed 🩷🫶🏻",mum came mother day celebration thought shop closed already came one worker called nivita kindly allow u dine gave mum last service day free mother day fish chip nice friendly service fast exemplary worker indeed,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Feninferina Azman,3,"Not a fan of fish and chips. But it's a nice play to be with a group. Loving the sliced potato chips. Something different and not so fully loaded like the normal fries. Be a member to get member's discounts, and the birthday month discounts is really good.",fan fish chip nice play group loving sliced potato chip something different fully loaded like normal fry member get member discount birthday month discount really good,positive,positive,neutral
The Manhattan Fish Market @ IOI City Mall,Mi Ha,5,Food nice as per price lobster 155 can eat 4 person. Still best food in town. They need to cook lobster more not make it raw at least just try to make sure it's cooked.,food nice per price lobster 155 eat 4 person still best food town need cook lobster make raw least try make sure cooked,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Rock Kampau,5,"Food was great! But order too much I am too full and unable to finish everything. Here I like fried seafood. Quite pricy, suitable for special occasion.",food great order much full unable finish everything like fried seafood quite pricy suitable special occasion,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Leona Lim (래오나),5,the price is getting higher and the portion smaller. the bake fish promotion menu is too spicy. other than that all is ok.,price getting higher portion smaller bake fish promotion menu spicy ok,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Soo zNg,3,"The food is quite average ,not worth to come so far to eat this.",food quite average worth come far eat,positive,positive,neutral
The Manhattan Fish Market @ IOI City Mall,SY Teo,4,"Didn't have a high expectation. Thought that MFM was just providing seafood based fast food meal. MFM did better; the dishes were good and served reasonably quick. The fish in the fish n' chips was still moist in a tasty batter, and without any fishy odour. The chips is of the crispy chips type - a twist but a nice one. The honey mustard and tartare sauce dips was great complement to our meal. Herb prawn pasta penne was fresh. Spicy mayo prawn was something different to my palate but in a positive way. The service was prompt and the premise clean. Enjoyed my lunch.",high expectation thought mfm providing seafood based fast food meal mfm better dish good served reasonably quick fish fish n chip still moist tasty batter without fishy odour chip crispy chip type twist nice one honey mustard tartare sauce dip great complement meal herb prawn pasta penne fresh spicy mayo prawn something different palate positive way service prompt premise clean enjoyed lunch,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Fakhri Shamsuddin,3,"One word. Average.

Food is different.
Menu is different.

Now, got chicken.
No more seafood platter.
The vibe is difference.

Might be my final visit.",one word average food different menu different got chicken seafood platter vibe difference might final visit,negative,neutral,neutral
The Manhattan Fish Market @ IOI City Mall,Cher Lee Kiat,4,The food was good and service was courteous and reasonably quick. The seafood platter was value for money.,food good service courteous reasonably quick seafood platter value money,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Isabelle Tran,3,"Enjoyed the chicken soup, had real chicken in it and consistency was right but could be better if it was hotter and the portion bigger (small sized even though we ordered the normal portion). The calamari was disappointing - not only was it mainly salad that propped it up, there were more battered capsicum strips than calamari.  Service alright.",enjoyed chicken soup real chicken consistency right could better hotter portion bigger small sized even though ordered normal portion calamari disappointing mainly salad propped battered capsicum strip calamari service alright,negative,positive,neutral
The Manhattan Fish Market @ IOI City Mall,Jonathan Bryce,4,"Enormous sharing fish platters and very fast, efficient service. Broccoli soup was delicious but not hot. We went as a party of 9 without booking but we're accommodated and served immediately. A lot of the seafood was with batter, which I hate so couldn't eat. It's not a cheap restaurant, but there again, we did eat a lot, including prawns, mussels, squid, crab and lobster!",enormous sharing fish platter fast efficient service broccoli soup delicious hot went party 9 without booking accommodated served immediately lot seafood batter hate could eat cheap restaurant eat lot including prawn mussel squid crab lobster,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,C RM,2,"The experience I had here was terrible. Though not the worst I've experienced, still one of the poorer ones. 1st of all, the service was slow despite the place being hardly occupied. There were only 3 tables occupied yet the time it took b4 the waiter arrived was as though 30 tables were occupied. The food on the other hand, taste wise was standard as like other Manhattan outlet. But the prawn was NOT fresh. Just looking at it (at the picture), 1 can tell that it's just not fresh. When it, entered the mouth, OMG...speechless. the place's cleanliness, the floor was oily. The dessert ordered was sizzling platter brownie with ice cream : brownies was more like sandy, dry and hard. Worst brownies I ever had.",experience terrible though worst experienced still one poorer one 1st service slow despite place hardly occupied 3 table occupied yet time took b4 waiter arrived though 30 table occupied food hand taste wise standard like manhattan outlet prawn fresh looking picture 1 tell fresh entered mouth omg speechless place cleanliness floor oily dessert ordered sizzling platter brownie ice cream brownie like sandy dry hard worst brownie ever,negative,negative,negative
The Manhattan Fish Market @ IOI City Mall,Noorul Amilin,3,"My spaghetti got some prawn which i think half cook , i think it should be fried . That much better 😂",spaghetti got prawn think half cook think fried much better,positive,positive,neutral
The Manhattan Fish Market @ IOI City Mall,Arif Danial,5,"Food was good. Nothing negative to be of note. Portion is as expected similar to what is displayed on the menu and service time was appropriate during my visit.  Since the place is next to a main entrance/exit, there is not much privacy if you are looking for that.",food good nothing negative note portion expected similar displayed menu service time appropriate visit since place next main much privacy looking,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Farah Assheqen,4,Makanan sedap. Not so bad. Just average.,makanan sedap bad average,negative,negative,positive
